date,city,co_mean,co_aqi,no2_mean,no2_aqi,so2_mean,so2_aqi,pm2_5_mean,pm2_5_aqi,o3_mean,o3_aqi,temp,humidity,windspeed,max_aqi,year,Main_Pollutant,aqi_level_bin,aqi_level
3/12/2020,Monroe,0.3,3,19.9,18,0.3,0,8.2,52,0.03,27,72.2,70.5,18.3,52,2020,PM2.5,1,unhealthy
3/13/2020,Monroe,0.25,3,5.5,5,0.2,0,5.37,33,0.04,34,64.5,87.8,17.1,34,2020,O3,0,healthy
3/14/2020,Monroe,0.2,2,5.4,5,0.7,0,3.97,26,0.03,31,65.2,87,8,31,2020,O3,0,healthy
3/15/2020,Monroe,0.25,3,15.1,14,0.6,0,3.67,22,0.04,40,56.8,85.6,16.1,40,2020,O3,0,healthy
3/16/2020,Monroe,0.3,3,27.9,25,0.4,0,5.05,32,0.04,38,58,79.6,9.2,38,2020,O3,0,healthy
3/17/2020,Monroe,0.25,3,8.8,8,0.3,0,8.37,52,0.03,29,63.9,79.7,11.4,52,2020,PM2.5,1,unhealthy
3/18/2020,Monroe,0.3,3,30.9,28,0.5,0,6.2,39,0.04,35,70.3,78.4,12.7,39,2020,PM2.5,0,healthy
3/19/2020,Monroe,0.25,3,11.7,10,0.3,0,6.7,48,0.03,26,75.7,75.1,17.2,48,2020,PM2.5,0,healthy
3/20/2020,Monroe,0.25,3,6.5,6,0.2,0,3.97,29,0.03,31,68.2,91,14.9,31,2020,O3,0,healthy
3/21/2020,Monroe,0.25,3,22.1,21,0.2,0,4.47,27,0.04,34,53.8,81.3,18.2,34,2020,O3,0,healthy
3/22/2020,Monroe,0.35,5,25.6,24,0.4,0,5.7,36,0.04,36,60.2,87.8,9.1,36,2020,PM2.5,0,healthy
3/23/2020,Monroe,0.25,3,10.6,9,0.3,0,5.17,34,0.03,31,65.5,87.3,10.3,34,2020,PM2.5,0,healthy
3/24/2020,Monroe,0.3,3,17.3,16,0.3,0,3.7,23,0.04,37,70.9,82,19.7,37,2020,O3,0,healthy
3/25/2020,Monroe,0.25,3,11,10,0.3,0,3.98,27,0.04,36,69.3,77.1,11.4,36,2020,O3,0,healthy
3/26/2020,Monroe,0.25,3,16,15,0.4,0,5.37,33,0.04,39,73.2,72.4,13.8,39,2020,O3,0,healthy
3/27/2020,Monroe,0.3,3,12.5,11,0.2,0,4.2,26,0.03,30,77.8,69.8,14.9,30,2020,O3,0,healthy
3/28/2020,Monroe,0.35,5,14,13,0.4,0,4.8,32,0.03,31,74.7,76.9,19.6,32,2020,PM2.5,0,healthy
3/29/2020,Monroe,0.25,3,3.2,3,0.2,0,3.67,24,0.04,36,65.6,64.9,10.2,36,2020,O3,0,healthy
3/30/2020,Monroe,0.2,2,6.3,6,0.1,0,2.63,18,0.03,31,62.9,69.6,10.2,31,2020,O3,0,healthy
3/31/2020,Monroe,0.2,2,6.2,6,0.2,0,3.97,29,0.04,36,57.9,80,14.9,36,2020,O3,0,healthy
4/1/2020,Monroe,0.2,2,11.3,10,0.3,0,4.07,25,0.05,43,60,65.7,8,43,2020,O3,0,healthy
4/2/2020,Monroe,0.25,3,,,0.7,0,4.03,26,0.04,41,64.1,63.1,8,41,2020,O3,0,healthy
4/3/2020,Monroe,0.2,3,6.6,6,0.1,0,1.95,15,0.03,27,66.2,75.7,6.9,27,2020,O3,0,healthy
4/4/2020,Monroe,0.3,3,13.5,12,0.1,0,6.53,44,0.03,26,63.5,89.2,10.2,44,2020,PM2.5,0,healthy
4/5/2020,Monroe,0.35,5,9.3,8,0.4,0,6.17,42,0.03,30,66.5,77.9,9.2,42,2020,PM2.5,0,healthy
4/6/2020,Monroe,0.25,3,15,14,0.4,0,3.78,23,0.04,33,69.9,74.5,6.9,33,2020,O3,0,healthy
4/7/2020,Monroe,0.3,3,25.2,24,0.3,0,4.8,31,0.05,45,74.6,80.2,17.1,45,2020,O3,0,healthy
4/8/2020,Monroe,0.25,3,14.7,13,0.1,0,7.13,48,0.04,34,77.5,83.1,13.8,48,2020,PM2.5,0,healthy
4/9/2020,Monroe,0.25,3,18.6,17,0.1,0,5.22,38,0.04,41,72.2,62.6,18.3,41,2020,O3,0,healthy
4/10/2020,Monroe,0.15,2,4.7,4,0.2,0,2.33,16,0.04,34,59.7,50,17.1,34,2020,O3,0,healthy
4/11/2020,Monroe,0.25,3,10.9,9,0.3,0,4.97,29,0.04,40,60.9,59.9,8,40,2020,O3,0,healthy
4/12/2020,Monroe,0.25,3,18.3,17,0.4,0,5.9,38,0.05,44,68.5,85.7,20.7,44,2020,O3,0,healthy
4/13/2020,Monroe,0.25,3,3.8,3,0.2,0,2.9,21,0.04,34,52.9,75.8,17.2,34,2020,O3,0,healthy
4/14/2020,Monroe,0.2,2,7.6,7,0.2,0,3.83,25,0.04,42,51.4,66.1,18.2,42,2020,O3,0,healthy
4/15/2020,Monroe,0.2,2,14.4,13,0.4,0,5.62,38,0.04,39,51.3,60.1,10.2,39,2020,O3,0,healthy
4/16/2020,Monroe,0.2,2,10.5,9,,,4.4,29,0.04,35,56.8,58.1,11.4,35,2020,O3,0,healthy
4/17/2020,Monroe,0.25,3,11.3,10,0,0,6.23,43,0.04,40,63.9,70.7,10.3,43,2020,PM2.5,0,healthy
4/18/2020,Monroe,0.25,3,6,6,0.1,0,7,47,0.05,44,60.2,75,21.8,47,2020,PM2.5,0,healthy
4/19/2020,Monroe,0.25,3,4.4,4,0.2,0,8.03,51,0.05,43,62.5,88.1,14.9,51,2020,PM2.5,1,unhealthy
4/20/2020,Monroe,0.25,3,20.4,19,0,0,3.67,25,0.04,35,62.4,79.2,9.1,35,2020,O3,0,healthy
4/21/2020,Monroe,0.2,2,9.5,8,0,0,3.4,22,0.04,37,67.7,69.8,6.9,37,2020,O3,0,healthy
4/22/2020,Monroe,0.25,3,9.8,8,0,0,4.83,29,0.04,39,66.5,74.5,15,39,2020,O3,0,healthy
4/23/2020,Monroe,0.25,3,22.1,21,0.2,0,5.63,37,0.04,38,69.9,75.8,17.1,38,2020,O3,0,healthy
4/24/2020,Monroe,0.25,3,9.9,8,0.3,0,4.75,32,0.04,37,68.9,70.7,9.2,37,2020,O3,0,healthy
4/25/2020,Monroe,0.2,2,23.2,22,0.1,0,4.27,26,0.04,42,66.9,73.6,17.2,42,2020,O3,0,healthy
4/26/2020,Monroe,0.2,2,4.8,4,0,0,5.33,33,0.04,35,67.4,62,10.2,35,2020,O3,0,healthy
4/27/2020,Monroe,0.25,3,12.5,11,0.1,0,3.82,24,0.04,38,67.4,57.7,9.2,38,2020,O3,0,healthy
4/28/2020,Monroe,0.3,3,19,18,0.1,0,5.13,32,0.04,38,67.3,78.3,11.4,38,2020,O3,0,healthy
4/29/2020,Monroe,0.2,2,7,7,0.3,0,5.97,36,0.05,43,66.8,68.1,24,43,2020,O3,0,healthy
4/30/2020,Monroe,0.2,2,9.6,8,0,0,3.72,23,0.05,43,65.6,56,16,43,2020,O3,0,healthy
5/1/2020,Monroe,0.25,3,7.8,7,0,0,4.2,27,0.02,23,68.7,62.7,11.4,27,2020,PM2.5,0,healthy
5/2/2020,Monroe,0.25,3,9.2,8,0.2,0,5.5,36,0.04,37,73.3,66.6,14.9,37,2020,O3,0,healthy
5/3/2020,Monroe,0.2,2,4.7,4,0.4,0,5.55,33,0.05,49,75.3,72.8,14.9,49,2020,O3,0,healthy
5/4/2020,Monroe,0.2,2,6.4,6,0.4,0,2.67,17,0.04,34,76.1,72.2,16,34,2020,O3,0,healthy
5/5/2020,Monroe,0.25,3,20.2,19,0.3,0,2.67,19,0.04,36,73.8,75.8,14.9,36,2020,O3,0,healthy
5/6/2020,Monroe,0.25,3,25,24,0.1,0,4.3,27,0.04,33,67.8,57.1,17.1,33,2020,O3,0,healthy
5/7/2020,Monroe,0.25,3,12,11,0.6,0,4.1,26,0.04,39,65.3,55.7,8,39,2020,O3,0,healthy
5/8/2020,Monroe,0.2,2,11.3,10,0.1,0,2.75,17,0.03,30,67,74.7,17.1,30,2020,O3,0,healthy
5/9/2020,Monroe,0.1,1,3.7,3,0.4,0,1.52,14,0.03,31,59.2,64.6,17.1,31,2020,O3,0,healthy
5/10/2020,Monroe,0.2,2,8.4,8,0.4,0,4.33,32,0.04,37,62.3,62,9.1,37,2020,O3,0,healthy
5/11/2020,Monroe,0.2,2,7.9,7,0,0,4.6,34,0.03,26,66.1,53.2,12.7,34,2020,PM2.5,0,healthy
5/12/2020,Monroe,0.2,2,12.9,11,0.4,0,3.7,26,0.04,34,69.8,53.5,14.9,34,2020,O3,0,healthy
5/13/2020,Monroe,0.2,2,16.8,15,0.3,0,5.57,38,0.04,38,72.3,79.5,10.3,38,2020,PM2.5,0,healthy
5/14/2020,Monroe,0.3,3,20.8,19,0.3,0,5.33,35,0.04,42,73.6,83.3,11.4,42,2020,O3,0,healthy
5/15/2020,Monroe,0.2,2,12.1,11,0,0,6.25,38,0.04,41,74,82.8,10.2,41,2020,O3,0,healthy
5/16/2020,Monroe,0.2,2,7.1,7,0,0,5.17,34,0.04,33,76.5,80.9,16,34,2020,PM2.5,0,healthy
5/17/2020,Monroe,0.3,3,8.4,8,0,0,6.9,43,0.04,34,73.2,81.6,18.3,43,2020,PM2.5,0,healthy
5/18/2020,Monroe,0.2,2,7.6,7,0,0,4.38,28,0.03,31,73.2,65.4,14.9,31,2020,O3,0,healthy
5/19/2020,Monroe,0.2,2,6.5,6,0.1,0,4.57,28,0.04,38,71.8,65.6,12.6,38,2020,O3,0,healthy
5/20/2020,Monroe,0.2,2,11.1,10,0.1,0,4.13,26,0.05,43,73.6,60.7,9.1,43,2020,O3,0,healthy
5/21/2020,Monroe,0.2,2,14.5,13,0.2,0,4.88,30,0.06,51,77.8,69.2,8,51,2020,O3,1,unhealthy
5/22/2020,Monroe,0.2,2,8.9,8,1.1,1,6.87,40,0.04,42,80.8,71.8,16,42,2020,O3,0,healthy
5/23/2020,Monroe,0.35,5,19.3,18,0.2,0,7.13,43,0.05,44,73.8,86.1,21.8,44,2020,O3,0,healthy
5/24/2020,Monroe,0.4,5,5.8,5,0.1,0,6.38,39,0.04,38,77.4,76,9.2,39,2020,PM2.5,0,healthy
5/25/2020,Monroe,0.3,3,9.3,8,0.1,0,7.57,47,0.05,47,76.8,77.6,14.9,47,2020,PM2.5,0,healthy
5/26/2020,Monroe,0.35,5,12.6,11,1,1,9.53,54,0.05,47,74.1,80.2,8,54,2020,PM2.5,1,unhealthy
5/27/2020,Monroe,0.35,5,8.3,8,0.1,0,7.85,47,0.05,47,74.3,72.9,11.4,47,2020,PM2.5,0,healthy
5/28/2020,Monroe,0.2,2,9.2,8,0,0,3.07,20,0.02,22,71.8,78.4,13.8,22,2020,O3,0,healthy
5/29/2020,Monroe,0.2,2,8.9,8,0.3,0,4.07,26,0.04,34,74.6,74.8,12.6,34,2020,O3,0,healthy
5/30/2020,Monroe,0.15,2,4.1,4,0.1,0,3.45,24,0.04,32,76.7,61.4,10.3,32,2020,O3,0,healthy
5/31/2020,Monroe,0.1,1,3.6,3,0,0,1.5,12,0.04,34,76.6,55.1,11.4,34,2020,O3,0,healthy
6/1/2020,Monroe,0.15,2,8.1,8,0.4,0,2.83,20,0.05,44,75.6,62.2,6.9,44,2020,O3,0,healthy
6/2/2020,Monroe,0.2,2,12.5,11,0.3,0,5.48,35,0.05,49,77.1,72,5.8,49,2020,O3,0,healthy
6/3/2020,Monroe,0.25,3,11.1,10,0.1,0,9.87,55,0.05,48,81,73.1,11.3,55,2020,PM2.5,1,unhealthy
6/4/2020,Monroe,0.2,2,9.8,8,0.1,0,8,48,0.06,61,79.9,74.6,11.4,61,2020,O3,1,unhealthy
6/5/2020,Monroe,0.25,3,7.9,7,0,0,8.45,52,0.06,64,82.7,71.6,21.8,64,2020,O3,1,unhealthy
6/6/2020,Monroe,0.2,2,3.3,3,1.1,1,5.33,34,0.05,45,81.5,69.8,11.4,45,2020,O3,0,healthy
6/7/2020,Monroe,0.2,2,7.7,7,0,0,3.07,23,0.03,24,82.8,69.7,16,24,2020,O3,0,healthy
6/8/2020,Monroe,0.2,2,8.1,8,0.1,0,3.82,25,0.03,26,78,84.7,25.2,26,2020,O3,0,healthy
6/9/2020,Monroe,0.2,2,12.3,11,0.4,0,5.6,34,0.06,71,84.4,75.3,18.3,71,2020,O3,1,unhealthy
6/10/2020,Monroe,0.7,14,13.6,12,0.2,0,7.7,46,0.04,36,76.5,67.3,20.7,46,2020,PM2.5,0,healthy
6/11/2020,Monroe,0.8,16,6.5,6,0,0,3.9,24,0.04,34,75.2,65.2,14.9,34,2020,O3,0,healthy
6/12/2020,Monroe,0.1,1,9.1,8,0.1,0,2.13,16,0.04,38,76.5,59.7,16,38,2020,O3,0,healthy
6/13/2020,Monroe,0.2,2,5.6,5,0,0,2.37,17,0.03,26,78.7,59.8,13.8,26,2020,O3,0,healthy
6/14/2020,Monroe,0.25,3,8.9,8,0.3,0,4.27,28,0.03,28,79.8,66.7,10.2,28,2020,PM2.5,0,healthy
6/15/2020,Monroe,0.2,2,11.7,10,0.2,0,4.33,28,0.03,30,82,66.5,5.8,30,2020,O3,0,healthy
6/16/2020,Monroe,0.2,2,9.9,8,0.1,0,4.77,31,0.04,41,79.4,62.3,10.2,41,2020,O3,0,healthy
6/17/2020,Monroe,0.3,3,12.2,11,0.1,0,6.75,44,0.05,46,76,65.7,5.8,46,2020,O3,0,healthy
6/18/2020,Monroe,0.35,5,12.9,11,0.6,0,6.77,42,0.05,50,78,65.6,6.9,50,2020,O3,0,healthy
6/19/2020,Monroe,0.25,3,8.5,8,0.1,0,4.6,29,0.05,45,79.9,68.8,6.9,45,2020,O3,0,healthy
6/20/2020,Monroe,0.3,3,9.3,8,0.8,0,7.72,48,0.06,64,81.3,66.2,14.9,64,2020,O3,1,unhealthy
6/21/2020,Monroe,0.3,3,9,8,0,0,5.8,36,0.05,44,80.6,76.5,12.7,44,2020,O3,0,healthy
6/22/2020,Monroe,0.25,3,9.4,8,0.2,0,9.2,52,0.06,61,77.3,84.3,16,61,2020,O3,1,unhealthy
6/23/2020,Monroe,0.25,3,8.3,8,0,0,7.72,46,0.05,44,79.4,74.9,17.1,46,2020,PM2.5,0,healthy
6/24/2020,Monroe,0.15,2,6,6,0,0,3.27,22,0.04,37,77.5,82.7,10.2,37,2020,O3,0,healthy
6/25/2020,Monroe,0.15,2,9,8,0.2,0,4.5,27,0.04,42,75,88.2,11.3,42,2020,O3,0,healthy
6/26/2020,Monroe,0.2,3,8.5,8,0,0,4.9,32,0.04,42,76.2,89.6,6.9,42,2020,O3,0,healthy
6/27/2020,Monroe,0.2,2,5,5,0.1,0,5.63,34,0.05,44,82.2,79.4,16,44,2020,O3,0,healthy
6/28/2020,Monroe,0.2,2,7.3,7,0,0,6.93,43,0.03,31,81.1,81.5,12.7,43,2020,PM2.5,0,healthy
6/29/2020,Monroe,0.2,2,7.6,7,0.2,0,8.1,52,0.03,27,82.2,82.1,11.4,52,2020,PM2.5,1,unhealthy
6/30/2020,Monroe,0.2,2,3.5,3,0,0,6.43,42,0.04,34,83.4,78.7,14.9,42,2020,PM2.5,0,healthy
7/1/2020,Monroe,0.25,3,13.7,12,0.2,0,7.2,45,0.04,38,85.4,75.2,13.8,45,2020,PM2.5,0,healthy
7/2/2020,Monroe,0.3,3,10.1,9,0.5,0,11.3,58,0.04,39,83,78.7,11.4,58,2020,PM2.5,1,unhealthy
7/3/2020,Monroe,0.3,3,8.3,8,1.2,1,12.5,58,0.03,30,79.4,82.2,8,58,2020,PM2.5,1,unhealthy
7/4/2020,Monroe,0.3,3,8.3,8,0.5,0,14.03,63,0.03,30,81.3,76.4,9.1,63,2020,PM2.5,1,unhealthy
7/5/2020,Monroe,0.3,3,11.9,10,0.6,0,13.45,61,0.06,51,80.2,80,5.8,61,2020,PM2.5,1,unhealthy
7/6/2020,Monroe,0.3,3,,,0.3,0,8.93,51,0.04,40,79.9,81.3,12.7,51,2020,PM2.5,1,unhealthy
7/7/2020,Monroe,0.25,3,,,0.9,0,11.3,56,0.06,77,78.2,86.6,6.9,77,2020,O3,1,unhealthy
7/8/2020,Monroe,0.25,3,,,0.7,0,10.42,55,0.06,80,79.6,90.1,14.8,80,2020,O3,1,unhealthy
7/9/2020,Monroe,0.25,3,,,0.4,0,10.6,55,0.06,58,84,78.7,12.7,58,2020,O3,1,unhealthy
7/10/2020,Monroe,0.2,2,,,0,0,8.25,48,0.06,58,87,76.3,11.4,58,2020,O3,1,unhealthy
7/11/2020,Monroe,0.2,2,,,0,0,5.22,33,0.05,44,87.9,73.8,10.2,44,2020,O3,0,healthy
7/12/2020,Monroe,0.2,2,,,0,0,5.6,34,0.03,31,87.5,70.9,13.8,34,2020,PM2.5,0,healthy
7/13/2020,Monroe,0.2,2,,,0.4,0,4.55,28,0.03,26,85.5,72.8,5.8,28,2020,PM2.5,0,healthy
7/14/2020,Monroe,0.25,3,,,0,0,4.18,27,0.02,20,85.5,74.8,10.2,27,2020,PM2.5,0,healthy
7/15/2020,Monroe,0.3,3,,,0,0,5.43,33,0.04,36,86.1,73.3,11.3,36,2020,O3,0,healthy
7/16/2020,Monroe,0.25,3,,,0,0,8.03,48,0.03,31,86,72.4,8.1,48,2020,PM2.5,0,healthy
7/17/2020,Monroe,0.25,3,,,0,0,5.95,35,0.05,44,81.8,75.9,9.1,44,2020,O3,0,healthy
7/18/2020,Monroe,0.25,3,7.6,7,0.2,0,7.6,44,0.06,74,84.5,72.5,6.9,74,2020,O3,1,unhealthy
7/19/2020,Monroe,0.25,3,2.4,2,0,0,7.57,44,0.04,39,85.9,69.4,8,44,2020,PM2.5,0,healthy
7/20/2020,Monroe,0.2,3,9,8,0,0,4.38,26,0.04,34,83.5,77,6.9,34,2020,O3,0,healthy
7/21/2020,Monroe,0.15,2,7.7,7,0,0,2.47,18,0.03,25,80.8,84.2,10.3,25,2020,O3,0,healthy
7/22/2020,Monroe,0.25,3,11.9,10,0,0,5.83,41,0.04,38,83.8,76.2,6.9,41,2020,PM2.5,0,healthy
7/23/2020,Monroe,0.3,3,10.5,9,0,0,4.72,31,0.04,35,85.6,68.9,9.2,35,2020,O3,0,healthy
7/24/2020,Monroe,0.35,5,15,14,0.1,0,6,40,0.03,31,81.5,80.8,10.3,40,2020,PM2.5,0,healthy
7/25/2020,Monroe,0.45,6,12.4,11,0.1,0,6.4,38,0.04,38,80.4,83.5,8,38,2020,PM2.5,0,healthy
7/26/2020,Monroe,0.3,3,,,0.4,0,7.9,50,0.06,54,79,85.6,6.9,54,2020,O3,1,unhealthy
7/27/2020,Monroe,0.2,2,,,0,0,6.35,38,0.05,46,79.8,81.3,8,46,2020,O3,0,healthy
7/28/2020,Monroe,0.1,1,,,0.1,0,3.53,26,0.03,31,81.4,77.5,8,31,2020,O3,0,healthy
7/29/2020,Monroe,0.25,3,10,9,0.4,0,4.58,30,0.04,40,82.8,77.7,12.7,40,2020,O3,0,healthy
7/30/2020,Monroe,0.25,3,16.2,15,0.1,0,3.9,26,0.03,27,83,79,17.2,27,2020,O3,0,healthy
7/31/2020,Monroe,0.3,3,13,12,0.1,0,4.77,31,0.03,25,79.9,81,25.9,31,2020,PM2.5,0,healthy
8/1/2020,Monroe,0.3,3,10.4,9,1.9,1,5.6,34,0.04,32,79.9,75.7,10.3,34,2020,PM2.5,0,healthy
8/2/2020,Monroe,0.2,2,3.6,3,0,0,3.2,23,0.04,32,79.8,70.4,8,32,2020,O3,0,healthy
8/3/2020,Monroe,0.2,2,16.7,15,0.2,0,4.4,28,0.03,30,81,69.3,9.1,30,2020,O3,0,healthy
8/4/2020,Monroe,0.25,3,13.8,12,0,0,5.4,34,0.03,31,80.3,67.8,12.7,34,2020,PM2.5,0,healthy
8/5/2020,Monroe,0.25,3,6.7,6,0.3,0,4.07,27,0.03,29,78.9,72.3,6.9,29,2020,O3,0,healthy
8/6/2020,Monroe,0.2,2,11.3,10,0.2,0,3.33,23,0.03,31,79.4,62.5,10.2,31,2020,O3,0,healthy
8/7/2020,Monroe,0.3,3,15.2,14,0.2,0,4.88,30,0.04,32,79.1,71.7,9.1,32,2020,O3,0,healthy
8/8/2020,Monroe,0.35,5,10.1,9,0.2,0,7.37,43,0.04,40,84.4,66.2,6.9,43,2020,PM2.5,0,healthy
8/9/2020,Monroe,0.35,5,4.6,4,0.2,0,7.87,46,0.06,51,85,70.2,9.1,51,2020,O3,1,unhealthy
8/10/2020,Monroe,0.35,5,12.4,11,0.2,0,10.18,55,0.05,50,85,72,8,55,2020,PM2.5,1,unhealthy
8/11/2020,Monroe,0.3,3,10.2,9,1.2,1,8.93,51,0.05,48,85.8,66.2,12.7,51,2020,PM2.5,1,unhealthy
8/12/2020,Monroe,0.3,3,16,15,0.3,0,4.8,29,0.04,36,82,77.7,11.4,36,2020,O3,0,healthy
8/13/2020,Monroe,0.3,3,11.9,10,0.6,0,6.28,39,0.05,43,77.5,87.9,12.7,43,2020,O3,0,healthy
8/14/2020,Monroe,0.25,3,21.6,20,0.2,0,6.93,43,0.04,32,78.6,86.3,10.2,43,2020,PM2.5,0,healthy
8/15/2020,Monroe,0.25,3,9.6,8,0.1,0,7.43,44,0.04,38,84.7,77.7,8,44,2020,PM2.5,0,healthy
8/16/2020,Monroe,0.25,3,8.3,8,0,0,9.5,53,0.03,25,86.2,71.2,11.3,53,2020,PM2.5,1,unhealthy
8/17/2020,Monroe,0.25,3,12.7,11,0.6,0,6.23,41,0.04,33,79.7,63.7,11.4,41,2020,PM2.5,0,healthy
8/18/2020,Monroe,0.2,2,7.6,7,0.2,0,3.87,26,0.03,26,80.9,67.3,9.1,26,2020,PM2.5,0,healthy
8/19/2020,Monroe,0.2,2,10.1,9,0.1,0,2.37,17,0.02,21,79.8,64.4,14.9,21,2020,O3,0,healthy
8/20/2020,Monroe,0.25,3,13.7,12,0.5,0,3.8,23,0.04,34,77.3,68.7,11.3,34,2020,O3,0,healthy
8/21/2020,Monroe,0.3,3,6.7,6,0.2,0,5.43,37,0.05,49,79.2,69.8,8,49,2020,O3,0,healthy
8/22/2020,Monroe,0.35,5,11.5,10,1.1,1,9.18,57,0.06,61,80.2,69.8,8,61,2020,O3,1,unhealthy
8/23/2020,Monroe,0.3,3,12.8,11,0.9,0,9.17,55,0.06,61,81,67.6,9.1,61,2020,O3,1,unhealthy
8/24/2020,Monroe,0.3,3,10,9,0.9,0,9.97,54,0.05,50,82.5,67.9,12.7,54,2020,PM2.5,1,unhealthy
8/25/2020,Monroe,0.2,2,7.8,7,0.1,0,7.6,46,0.03,31,81.4,77.9,12.7,46,2020,PM2.5,0,healthy
8/26/2020,Monroe,0.2,2,5.8,5,0,0,2.47,17,0.03,27,85.4,70.3,11.4,27,2020,O3,0,healthy
8/27/2020,Monroe,0.3,5,10.6,9,0.1,0,9.83,55,0.04,40,77.1,87.2,41.2,55,2020,PM2.5,1,unhealthy
8/28/2020,Monroe,0.3,5,5,5,0,0,3.9,24,0.02,21,81,81.6,13.8,24,2020,PM2.5,0,healthy
8/29/2020,Monroe,0.2,2,3.7,3,0,0,3.23,22,0.04,33,82.8,83.2,6.9,33,2020,O3,0,healthy
8/30/2020,Monroe,0.3,3,10.1,9,0,0,3.3,21,0.02,22,82.7,81.8,12.7,22,2020,O3,0,healthy
8/31/2020,Monroe,0.3,3,7,7,0.1,0,3.13,20,0.03,30,84.1,79.4,14.9,30,2020,O3,0,healthy
9/1/2020,Monroe,0.2,2,10,9,0,0,2.53,18,0.03,27,84.9,76.2,13.8,27,2020,O3,0,healthy
9/2/2020,Monroe,0.2,2,8.9,8,0.1,0,3.33,21,0.04,34,85,75.8,13.8,34,2020,O3,0,healthy
9/3/2020,Monroe,0.25,3,12,11,0.4,0,4.9,32,0.04,34,82.8,77.5,11.3,34,2020,O3,0,healthy
9/4/2020,Monroe,0.2,2,10,9,0.2,0,2.9,19,0.03,31,83.2,78.1,11.4,31,2020,O3,0,healthy
9/5/2020,Monroe,0.2,2,6.8,6,0.5,0,3.77,24,0.03,27,81.8,75.5,13.8,27,2020,O3,0,healthy
9/6/2020,Monroe,0.2,2,7.2,7,0.3,0,3.9,26,0.03,28,79.5,64.6,6.9,28,2020,O3,0,healthy
9/7/2020,Monroe,0.2,2,4.7,4,0.3,0,6.13,41,0.03,31,78.6,70.8,6.9,41,2020,PM2.5,0,healthy
9/8/2020,Monroe,0.2,2,5,5,0.1,0,3.9,24,0.03,25,80.1,70.3,9.1,25,2020,O3,0,healthy
9/9/2020,Monroe,0.2,2,8.2,8,0.4,0,6.05,37,0.02,23,81.7,73.1,6.9,37,2020,PM2.5,0,healthy
9/10/2020,Monroe,0.2,2,6.6,6,0.1,0,5.3,32,0.03,24,83.9,69.5,11.3,32,2020,PM2.5,0,healthy
9/11/2020,Monroe,0.3,3,11.9,10,0.1,0,2.83,21,0.03,24,83.1,70.5,12.7,24,2020,O3,0,healthy
9/12/2020,Monroe,0.3,3,6.5,6,0.1,0,5.5,34,0.03,28,81.1,79.5,9.1,34,2020,PM2.5,0,healthy
9/13/2020,Monroe,0.2,2,6,6,0,0,4.5,28,0.03,27,80.2,83.4,10.2,28,2020,PM2.5,0,healthy
9/14/2020,Monroe,0.2,2,11,10,0.2,0,2.83,18,0.03,25,80.4,80.3,13.8,25,2020,O3,0,healthy
9/15/2020,Monroe,0.35,5,12.7,11,0.4,0,2.92,18,0.02,22,82,74.1,16,22,2020,O3,0,healthy
9/16/2020,Monroe,0.3,3,10.2,9,0.6,0,3.47,23,0.03,28,81.2,74.1,12.7,28,2020,O3,0,healthy
9/17/2020,Monroe,0.2,2,15.5,14,0.1,0,5.63,34,0.02,19,78.6,74.3,13.8,34,2020,PM2.5,0,healthy
9/18/2020,Monroe,0.2,2,7.1,7,0.1,0,2.38,16,0.03,25,75.8,67.8,14.9,25,2020,O3,0,healthy
9/19/2020,Monroe,0.25,3,15.6,14,0.2,0,4.83,29,0.03,26,71,63.1,16,29,2020,PM2.5,0,healthy
9/20/2020,Monroe,0.35,5,11.4,10,0.2,0,4.27,26,0.03,27,74.5,61.3,16.1,27,2020,O3,0,healthy
9/21/2020,Monroe,0.25,3,15,14,2.4,3,3.9,24,0.03,31,69,83,10.2,31,2020,O3,0,healthy
9/22/2020,Monroe,0.25,3,14.5,13,0.2,0,4.77,29,0.04,33,68.1,88,11.4,33,2020,O3,0,healthy
9/23/2020,Monroe,0.3,3,13.4,12,0.5,0,9.27,54,0.05,47,68.1,93.3,12.7,54,2020,PM2.5,1,unhealthy
9/24/2020,Monroe,0.4,5,15.3,14,0.4,0,12.63,59,0.05,49,67,89.8,16,59,2020,PM2.5,1,unhealthy
9/25/2020,Monroe,0.5,6,24.5,23,0.6,0,16.43,67,0.06,64,68.3,87,5.8,67,2020,PM2.5,1,unhealthy
9/26/2020,Monroe,0.5,6,11.1,10,0.1,0,9.7,53,0.04,41,72.2,81.8,5.8,53,2020,PM2.5,1,unhealthy
9/27/2020,Monroe,0.35,5,10.1,9,0.1,0,5.33,32,0.04,36,75.2,78.1,9.1,36,2020,O3,0,healthy
9/28/2020,Monroe,0.35,5,,,0.2,0,6.27,38,0.04,34,69.7,74,19.6,38,2020,PM2.5,0,healthy
9/29/2020,Monroe,0.25,3,,,0,0,3.5,22,0.02,21,64.7,62.1,16,22,2020,PM2.5,0,healthy
9/30/2020,Monroe,0.25,3,,,0,0,2.68,17,0.03,28,66.2,65,10.3,28,2020,O3,0,healthy
10/1/2020,Monroe,0.25,3,,,0.1,0,2.87,22,0.02,23,66.6,63.9,14.9,23,2020,O3,0,healthy
10/2/2020,Monroe,0.25,3,,,0.1,0,3.13,23,0.02,23,62.6,60.7,11.4,23,2020,PM2.5,0,healthy
